Gene,Non-unique Gene name,Annotation,GCA_000024945.1,GCA_002005185.1,GCA_002082765.1,GCA_013393365.1,GCA_016127175.1,GCA_018406505.1,GCA_028743475.1,GCA_031190775.1,GCA_032695835.1,GCA_036456085.1,GCA_042850485.1,GCA_900186885.1,GCA_900187285.1,GCA_900637515.1,GCA_902810435.1
rfaQ~~~rfaF_2~~~rfaQ_1~~~rfaQ_2,rfaQ;rfaF_2;rfaQ_1;rfaQ_2,Lipopolysaccharide core heptosyltransferase RfaQ;ADP-heptose--LPS heptosyltransferase 2,OKNGDJCJ_00781,GFDNPGNJ_01394,BFBCFGIC_00730,AMGBDAFE_01083,KOCEJNFM_01068,POEAOIBB_01089,GCKDAGAE_00770,PDIMPFPI_01108,AGBEICAE_00219,HCNBPFHJ_00694,BBFLPEJG_00751,AEMNHECO_00781,ICLGGANE_00762,PAGOGBDJ_01171,LAOJDNKF_01183
hldE~~~hldE_2,hldE;hldE_2,Bifunctional protein HldE,OKNGDJCJ_00777,GFDNPGNJ_01390,BFBCFGIC_00726,AMGBDAFE_01087,KOCEJNFM_01072,POEAOIBB_01093,GCKDAGAE_00774,PDIMPFPI_01112,AGBEICAE_00223,HCNBPFHJ_00698,BBFLPEJG_00747,AEMNHECO_00777,ICLGGANE_00758,PAGOGBDJ_01175,LAOJDNKF_01187
queA~~~queA_1~~~queA_2,queA;queA_1;queA_2,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,OKNGDJCJ_00612,GFDNPGNJ_01236,BFBCFGIC_00065,AMGBDAFE_01243,KOCEJNFM_01237,POEAOIBB_01255,GCKDAGAE_00930,PDIMPFPI_01269,AGBEICAE_00416;AGBEICAE_00415,HCNBPFHJ_00860,BBFLPEJG_00592,AEMNHECO_00612,ICLGGANE_00607,PAGOGBDJ_01331,LAOJDNKF_01352
group_972,,hypothetical protein,OKNGDJCJ_01249,GFDNPGNJ_01870,BFBCFGIC_01232,AMGBDAFE_00614,KOCEJNFM_00600,POEAOIBB_01002,GCKDAGAE_00283,PDIMPFPI_00576,AGBEICAE_01804,HCNBPFHJ_00156,BBFLPEJG_01226,AEMNHECO_01249,ICLGGANE_01285,PAGOGBDJ_00649,LAOJDNKF_00706
rimM,rimM,Ribosome maturation factor RimM,OKNGDJCJ_00598,GFDNPGNJ_01222,BFBCFGIC_00051,AMGBDAFE_01256,KOCEJNFM_01251,POEAOIBB_01270,GCKDAGAE_00943,PDIMPFPI_01281,AGBEICAE_00431,HCNBPFHJ_00872,BBFLPEJG_00578,AEMNHECO_00598,ICLGGANE_00595,PAGOGBDJ_01344,LAOJDNKF_01364
glnH_2~~~fliY~~~glnH_4,glnH_2;fliY;glnH_4,Glutamine-binding periplasmic protein;L-cystine-binding protein FliY,OKNGDJCJ_00307,GFDNPGNJ_00877,BFBCFGIC_00339,AMGBDAFE_00295,KOCEJNFM_01542,POEAOIBB_00285,GCKDAGAE_01964,PDIMPFPI_00257,AGBEICAE_01428,HCNBPFHJ_01890,BBFLPEJG_00318,AEMNHECO_00307,ICLGGANE_00310,PAGOGBDJ_00284,LAOJDNKF_00309
hypB,hypB,Hydrogenase maturation factor HypB,OKNGDJCJ_01574,GFDNPGNJ_00168,BFBCFGIC_01553,AMGBDAFE_01530,KOCEJNFM_00276,POEAOIBB_01548,GCKDAGAE_01208,PDIMPFPI_01552,AGBEICAE_00747,HCNBPFHJ_01146,BBFLPEJG_01593,AEMNHECO_01573,ICLGGANE_01597,PAGOGBDJ_01623,LAOJDNKF_01639
group_948,,hypothetical protein,OKNGDJCJ_00735,GFDNPGNJ_01360,BFBCFGIC_00693,AMGBDAFE_01118,KOCEJNFM_01114,POEAOIBB_01130,GCKDAGAE_00807,PDIMPFPI_01146,AGBEICAE_00282,HCNBPFHJ_00737,BBFLPEJG_00716,AEMNHECO_00735,ICLGGANE_00727,PAGOGBDJ_01207,LAOJDNKF_01228
fbpC,fbpC,Fe(3+) ions import ATP-binding protein FbpC,OKNGDJCJ_00316,GFDNPGNJ_00887,BFBCFGIC_00348,AMGBDAFE_00304,KOCEJNFM_01533,POEAOIBB_00294,GCKDAGAE_01974,PDIMPFPI_00267,AGBEICAE_01437,HCNBPFHJ_01900,BBFLPEJG_00328,AEMNHECO_00316,ICLGGANE_00319,PAGOGBDJ_00293,LAOJDNKF_00319
eno,eno,Enolase,OKNGDJCJ_01114,GFDNPGNJ_01727,BFBCFGIC_01075,AMGBDAFE_00760,KOCEJNFM_00735,POEAOIBB_00860,GCKDAGAE_00437,PDIMPFPI_00720,AGBEICAE_01973,HCNBPFHJ_00355,BBFLPEJG_01080,AEMNHECO_01114,ICLGGANE_01143,PAGOGBDJ_00795,LAOJDNKF_00853
sufU,sufU,Zinc-dependent sulfurtransferase SufU,OKNGDJCJ_01054,GFDNPGNJ_01666,BFBCFGIC_01009,AMGBDAFE_00821,KOCEJNFM_00795,POEAOIBB_00795,GCKDAGAE_00501,PDIMPFPI_00784,AGBEICAE_02037,HCNBPFHJ_00417,BBFLPEJG_01019,AEMNHECO_01054,ICLGGANE_01027,PAGOGBDJ_00857,LAOJDNKF_00914
lutC,lutC,Lactate utilization protein C,OKNGDJCJ_01710,GFDNPGNJ_00349,BFBCFGIC_01713,AMGBDAFE_01719,KOCEJNFM_00140,POEAOIBB_01714,GCKDAGAE_01384,PDIMPFPI_01683,AGBEICAE_00908,HCNBPFHJ_01278,BBFLPEJG_01754,AEMNHECO_01709,ICLGGANE_01725,PAGOGBDJ_01796,LAOJDNKF_01771
group_931,,hypothetical protein,OKNGDJCJ_00661,GFDNPGNJ_01285,BFBCFGIC_00620,AMGBDAFE_01194,KOCEJNFM_01188,POEAOIBB_01206,GCKDAGAE_00881,PDIMPFPI_01220,AGBEICAE_00358,HCNBPFHJ_00811,BBFLPEJG_00642,AEMNHECO_00661,ICLGGANE_00653,PAGOGBDJ_01282,LAOJDNKF_01302
ydjZ,ydjZ;,TVP38/TMEM64 family inner membrane protein YdjZ;hypothetical protein,OKNGDJCJ_00768,GFDNPGNJ_01381,BFBCFGIC_00717,AMGBDAFE_01096,KOCEJNFM_01081,POEAOIBB_01103,GCKDAGAE_00783,PDIMPFPI_01121,AGBEICAE_00234;AGBEICAE_00233,HCNBPFHJ_00707,BBFLPEJG_00738,AEMNHECO_00768,ICLGGANE_00749,PAGOGBDJ_01184,LAOJDNKF_01196
group_930,,hypothetical protein,OKNGDJCJ_00404,GFDNPGNJ_01033,BFBCFGIC_00423,AMGBDAFE_00390,KOCEJNFM_01445,POEAOIBB_00381,GCKDAGAE_00049,PDIMPFPI_00351,AGBEICAE_01571,HCNBPFHJ_01975,BBFLPEJG_00400,AEMNHECO_00404,ICLGGANE_00406,PAGOGBDJ_00373,LAOJDNKF_00448
hemZ,hemZ,Oxygen-independent coproporphyrinogen-III oxidase-like protein HemZ,OKNGDJCJ_01238,GFDNPGNJ_01859,BFBCFGIC_01219,AMGBDAFE_00627,KOCEJNFM_00611,POEAOIBB_00989,GCKDAGAE_00296,PDIMPFPI_00587,AGBEICAE_01817,HCNBPFHJ_00167,BBFLPEJG_01209,AEMNHECO_01238,ICLGGANE_01274,PAGOGBDJ_00660,LAOJDNKF_00723
group_926,,Methylmalonyl-CoA carboxyltransferase 5S subunit,OKNGDJCJ_00405,GFDNPGNJ_01034,BFBCFGIC_00424,AMGBDAFE_00391,KOCEJNFM_01444,POEAOIBB_00382,GCKDAGAE_00050,PDIMPFPI_00352,AGBEICAE_01572,HCNBPFHJ_01976,BBFLPEJG_00401,AEMNHECO_00405,ICLGGANE_00407,PAGOGBDJ_00374,LAOJDNKF_00449
oppD_1~~~oppD_3~~~dppD~~~oppD_2,oppD_1;oppD_3;dppD;oppD_2,Oligopeptide transport ATP-binding protein OppD;Dipeptide transport ATP-binding protein DppD,OKNGDJCJ_00091,GFDNPGNJ_00655,BFBCFGIC_00143,AMGBDAFE_00080,KOCEJNFM_01758,POEAOIBB_00072,GCKDAGAE_01741,PDIMPFPI_00034,AGBEICAE_01210,HCNBPFHJ_01662,BBFLPEJG_00088,AEMNHECO_00091,ICLGGANE_00099,PAGOGBDJ_00070,LAOJDNKF_00082
saeS,saeS,Histidine protein kinase SaeS,OKNGDJCJ_00406,GFDNPGNJ_01035,BFBCFGIC_00425,AMGBDAFE_00392,KOCEJNFM_01443,POEAOIBB_00383,GCKDAGAE_00051,PDIMPFPI_00353,AGBEICAE_01573,HCNBPFHJ_01977,BBFLPEJG_00402,AEMNHECO_00406,ICLGGANE_00408,PAGOGBDJ_00375,LAOJDNKF_00450
cbiET~~~cbiET_1,cbiET;cbiET_1,Cobalamin biosynthesis bifunctional protein CbiET,OKNGDJCJ_01173,GFDNPGNJ_01787,BFBCFGIC_01137,AMGBDAFE_00703,KOCEJNFM_00676,POEAOIBB_00918,GCKDAGAE_00377,PDIMPFPI_00664,AGBEICAE_01911,HCNBPFHJ_00299,BBFLPEJG_01140,AEMNHECO_01173,ICLGGANE_01202,PAGOGBDJ_00737,LAOJDNKF_00794
regX3,regX3,Sensory transduction protein regX3,OKNGDJCJ_00407,GFDNPGNJ_01036,BFBCFGIC_00426,AMGBDAFE_00393,KOCEJNFM_01442,POEAOIBB_00384,GCKDAGAE_00052,PDIMPFPI_00354,AGBEICAE_01574,HCNBPFHJ_01978,BBFLPEJG_00403,AEMNHECO_00407,ICLGGANE_00409,PAGOGBDJ_00376,LAOJDNKF_00451
engB,engB,putative GTP-binding protein EngB,OKNGDJCJ_01284,GFDNPGNJ_01906,BFBCFGIC_01268,AMGBDAFE_00576,KOCEJNFM_00565,POEAOIBB_01038,GCKDAGAE_00247,PDIMPFPI_00540,AGBEICAE_01761,HCNBPFHJ_00120,BBFLPEJG_01262,AEMNHECO_01284,ICLGGANE_01320,PAGOGBDJ_00613,LAOJDNKF_00670
rsmE~~~rsmE_2~~~rsmE_1,rsmE;rsmE_2;rsmE_1,Ribosomal RNA small subunit methyltransferase E,OKNGDJCJ_00911,GFDNPGNJ_01527,BFBCFGIC_00863,AMGBDAFE_00955,KOCEJNFM_00938,POEAOIBB_00652,GCKDAGAE_00643,PDIMPFPI_00926,AGBEICAE_00071;AGBEICAE_00070,HCNBPFHJ_00563,BBFLPEJG_00879,AEMNHECO_00911,ICLGGANE_00893,PAGOGBDJ_01045,LAOJDNKF_01053
hhoB~~~htrA~~~htrB,hhoB;htrA;htrB,Putative serine protease HhoB;Putative serine protease HtrA;Serine protease Do-like HtrB,OKNGDJCJ_00408,GFDNPGNJ_01037,BFBCFGIC_00427,AMGBDAFE_00394,KOCEJNFM_01441,POEAOIBB_00385,GCKDAGAE_00053,PDIMPFPI_00355,AGBEICAE_01575,HCNBPFHJ_01979,BBFLPEJG_00404,AEMNHECO_00408,ICLGGANE_00410,PAGOGBDJ_00377,LAOJDNKF_00452
group_918,,hypothetical protein,OKNGDJCJ_00409,GFDNPGNJ_01038,BFBCFGIC_00428,AMGBDAFE_00395,KOCEJNFM_01440,POEAOIBB_00386,GCKDAGAE_00054,PDIMPFPI_00356,AGBEICAE_01576,HCNBPFHJ_01980,BBFLPEJG_00405,AEMNHECO_00409,ICLGGANE_00411,PAGOGBDJ_00378,LAOJDNKF_00453
group_915,,hypothetical protein,OKNGDJCJ_00410,GFDNPGNJ_01039,BFBCFGIC_00429,AMGBDAFE_00396,KOCEJNFM_01439,POEAOIBB_00390,GCKDAGAE_00058,PDIMPFPI_00357,AGBEICAE_01577,HCNBPFHJ_01981,BBFLPEJG_00406,AEMNHECO_00410,ICLGGANE_00412,PAGOGBDJ_00379,LAOJDNKF_00454
mnmG,mnmG,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,OKNGDJCJ_01919,GFDNPGNJ_00571,BFBCFGIC_01888,AMGBDAFE_01947,KOCEJNFM_01855,POEAOIBB_01923,GCKDAGAE_01649,PDIMPFPI_01944,AGBEICAE_01101,HCNBPFHJ_01571,BBFLPEJG_01943,AEMNHECO_01918,ICLGGANE_01887,PAGOGBDJ_01992,LAOJDNKF_01968
dnaK,dnaK,Chaperone protein DnaK,OKNGDJCJ_00908,GFDNPGNJ_01524,BFBCFGIC_00860,AMGBDAFE_00958,KOCEJNFM_00941,POEAOIBB_00649,GCKDAGAE_00646,PDIMPFPI_00929,AGBEICAE_00075,HCNBPFHJ_00566,BBFLPEJG_00876,AEMNHECO_00908,ICLGGANE_00890,PAGOGBDJ_01048,LAOJDNKF_01056
pcs,pcs;,Phosphatidylcholine synthase;hypothetical protein,OKNGDJCJ_01079,GFDNPGNJ_01691,BFBCFGIC_01035,AMGBDAFE_00796,KOCEJNFM_00770,POEAOIBB_00820,GCKDAGAE_00477,PDIMPFPI_00759,AGBEICAE_02012,HCNBPFHJ_00392,BBFLPEJG_01044,AEMNHECO_01079,ICLGGANE_01052,PAGOGBDJ_00832,LAOJDNKF_00889
group_913,,hypothetical protein,OKNGDJCJ_01134,GFDNPGNJ_01748,BFBCFGIC_01095,AMGBDAFE_00740,KOCEJNFM_00715,POEAOIBB_00881,GCKDAGAE_00417,PDIMPFPI_00700,AGBEICAE_01953,HCNBPFHJ_00335,BBFLPEJG_01100,AEMNHECO_01134,ICLGGANE_01163,PAGOGBDJ_00775,LAOJDNKF_00833
recR,recR,Recombination protein RecR,OKNGDJCJ_01694,GFDNPGNJ_00284,BFBCFGIC_01690,AMGBDAFE_01701,KOCEJNFM_00156,POEAOIBB_01697,GCKDAGAE_01366,PDIMPFPI_01667,AGBEICAE_00879,HCNBPFHJ_01262,BBFLPEJG_01738,AEMNHECO_01693,ICLGGANE_01708,PAGOGBDJ_01780,LAOJDNKF_01755
truA~~~truA_2~~~truA_1,truA;truA_2;truA_1,tRNA pseudouridine synthase A,OKNGDJCJ_01514,GFDNPGNJ_00108,BFBCFGIC_01492,AMGBDAFE_01469,KOCEJNFM_00336,POEAOIBB_01487,GCKDAGAE_01149,PDIMPFPI_01492,AGBEICAE_00687;AGBEICAE_00686,HCNBPFHJ_01086,BBFLPEJG_01533,AEMNHECO_01513,ICLGGANE_01538,PAGOGBDJ_01562,LAOJDNKF_01579
yybR,yybR,putative HTH-type transcriptional regulator YybR,OKNGDJCJ_01772,GFDNPGNJ_00421,BFBCFGIC_01769,AMGBDAFE_01804,KOCEJNFM_00078,POEAOIBB_01792,GCKDAGAE_01496,PDIMPFPI_01809,AGBEICAE_00976,HCNBPFHJ_01440,BBFLPEJG_01824,AEMNHECO_01771,ICLGGANE_01783,PAGOGBDJ_01854,LAOJDNKF_01841
yflS_2,yflS_2,Putative malate transporter YflS,OKNGDJCJ_01485,GFDNPGNJ_00082,BFBCFGIC_01464,AMGBDAFE_01439,KOCEJNFM_00364,POEAOIBB_01456,GCKDAGAE_01120,PDIMPFPI_01464,AGBEICAE_00645,HCNBPFHJ_01058,BBFLPEJG_01508,AEMNHECO_01485,ICLGGANE_01502,PAGOGBDJ_01532,LAOJDNKF_01550
aspA,aspA,Aspartate ammonia-lyase,OKNGDJCJ_01556,GFDNPGNJ_00150,BFBCFGIC_01533,AMGBDAFE_01510,KOCEJNFM_00294,POEAOIBB_01528,GCKDAGAE_01190,PDIMPFPI_01534,AGBEICAE_00729,HCNBPFHJ_01128,BBFLPEJG_01575,AEMNHECO_01555,ICLGGANE_01579,PAGOGBDJ_01603,LAOJDNKF_01621
gmhA1~~~gmhA1_2,gmhA1;gmhA1_2,Phosphoheptose isomerase 1,OKNGDJCJ_00776,GFDNPGNJ_01389,BFBCFGIC_00725,AMGBDAFE_01088,KOCEJNFM_01073,POEAOIBB_01094,GCKDAGAE_00775,PDIMPFPI_01113,AGBEICAE_00224,HCNBPFHJ_00699,BBFLPEJG_00746,AEMNHECO_00776,ICLGGANE_00757,PAGOGBDJ_01176,LAOJDNKF_01188
atpB,atpB,ATP synthase subunit a,OKNGDJCJ_01598,GFDNPGNJ_00192,BFBCFGIC_01577,AMGBDAFE_01555,KOCEJNFM_00252,POEAOIBB_01574,GCKDAGAE_01232,PDIMPFPI_01576,AGBEICAE_00773,HCNBPFHJ_01170,BBFLPEJG_01617,AEMNHECO_01597,ICLGGANE_01621,PAGOGBDJ_01648,LAOJDNKF_01663
group_903,,putative protein;hypothetical protein,OKNGDJCJ_00611,GFDNPGNJ_01235,BFBCFGIC_00064,AMGBDAFE_01244,KOCEJNFM_01238,POEAOIBB_01256,GCKDAGAE_00931,PDIMPFPI_01270,AGBEICAE_00417;AGBEICAE_00418,HCNBPFHJ_00861,BBFLPEJG_00591,AEMNHECO_00611,ICLGGANE_00606,PAGOGBDJ_01332,LAOJDNKF_01353
cdsA,cdsA,Phosphatidate cytidylyltransferase,OKNGDJCJ_00888,GFDNPGNJ_01504,BFBCFGIC_00841,AMGBDAFE_00977,KOCEJNFM_00961,POEAOIBB_00630,GCKDAGAE_00665,PDIMPFPI_00949,AGBEICAE_00096,HCNBPFHJ_00586,BBFLPEJG_00856,AEMNHECO_00888,ICLGGANE_00870,PAGOGBDJ_01067,LAOJDNKF_01076
prpC~~~stp,prpC;stp,Protein phosphatase PrpC;Serine/threonine phosphatase stp,OKNGDJCJ_00878,GFDNPGNJ_01494,BFBCFGIC_00831,AMGBDAFE_00987,KOCEJNFM_00971,POEAOIBB_00620,GCKDAGAE_00675,PDIMPFPI_00959,AGBEICAE_00106,HCNBPFHJ_00596,BBFLPEJG_00846,AEMNHECO_00878,ICLGGANE_00860,PAGOGBDJ_01077,LAOJDNKF_01086
trmD,trmD,tRNA (guanine-N(1)-)-methyltransferase,OKNGDJCJ_00599,GFDNPGNJ_01223,BFBCFGIC_00052,AMGBDAFE_01255,KOCEJNFM_01250,POEAOIBB_01269,GCKDAGAE_00942,PDIMPFPI_01280,AGBEICAE_00430,HCNBPFHJ_00871,BBFLPEJG_00579,AEMNHECO_00599,ICLGGANE_00596,PAGOGBDJ_01343,LAOJDNKF_01363
metN,metN,Methionine import ATP-binding protein MetN,OKNGDJCJ_00431,GFDNPGNJ_01063,BFBCFGIC_00450,AMGBDAFE_00416,KOCEJNFM_01418,POEAOIBB_00418,GCKDAGAE_00081,PDIMPFPI_00377,AGBEICAE_01597,HCNBPFHJ_02001,BBFLPEJG_00426,AEMNHECO_00431,ICLGGANE_00433,PAGOGBDJ_00403,LAOJDNKF_00479
glnP_1~~~artQ,glnP_1;artQ,Glutamine transport system permease protein GlnP;Arginine transport system permease protein ArtQ,OKNGDJCJ_00308,GFDNPGNJ_00878,BFBCFGIC_00340,AMGBDAFE_00296,KOCEJNFM_01541,POEAOIBB_00286,GCKDAGAE_01965,PDIMPFPI_00258,AGBEICAE_01429,HCNBPFHJ_01891,BBFLPEJG_00319,AEMNHECO_00308,ICLGGANE_00311,PAGOGBDJ_00285,LAOJDNKF_00310
hybF,hybF,Hydrogenase maturation factor HybF,OKNGDJCJ_01575,GFDNPGNJ_00169,BFBCFGIC_01554,AMGBDAFE_01531,KOCEJNFM_00275,POEAOIBB_01549,GCKDAGAE_01209,PDIMPFPI_01553,AGBEICAE_00748,HCNBPFHJ_01147,BBFLPEJG_01594,AEMNHECO_01574,ICLGGANE_01598,PAGOGBDJ_01624,LAOJDNKF_01640
group_881,,hypothetical protein,OKNGDJCJ_00734,GFDNPGNJ_01359,BFBCFGIC_00692,AMGBDAFE_01119,KOCEJNFM_01115,POEAOIBB_01131,GCKDAGAE_00808,PDIMPFPI_01147,AGBEICAE_00285;AGBEICAE_00284,HCNBPFHJ_00738,BBFLPEJG_00715,AEMNHECO_00734,ICLGGANE_00726,PAGOGBDJ_01208,LAOJDNKF_01229
modB,modB,Molybdenum transport system permease protein ModB,OKNGDJCJ_00315,GFDNPGNJ_00886,BFBCFGIC_00347,AMGBDAFE_00303,KOCEJNFM_01534,POEAOIBB_00293,GCKDAGAE_01973,PDIMPFPI_00266,AGBEICAE_01436,HCNBPFHJ_01899,BBFLPEJG_00327,AEMNHECO_00315,ICLGGANE_00318,PAGOGBDJ_00292,LAOJDNKF_00318
group_867,,hypothetical protein,OKNGDJCJ_00437,GFDNPGNJ_01069,BFBCFGIC_00456,AMGBDAFE_00422,KOCEJNFM_01412,POEAOIBB_00424,GCKDAGAE_00087,PDIMPFPI_00383,AGBEICAE_01603,HCNBPFHJ_02007,BBFLPEJG_00432,AEMNHECO_00437,ICLGGANE_00439,PAGOGBDJ_00409,LAOJDNKF_00485
gpmI,gpmI,23-bisphosphoglycerate-independent phosphoglycerate mutase,OKNGDJCJ_01115,GFDNPGNJ_01728,BFBCFGIC_01076,AMGBDAFE_00759,KOCEJNFM_00734,POEAOIBB_00861,GCKDAGAE_00436,PDIMPFPI_00719,AGBEICAE_01972,HCNBPFHJ_00354,BBFLPEJG_01081,AEMNHECO_01115,ICLGGANE_01144,PAGOGBDJ_00794,LAOJDNKF_00852
pdtaR,pdtaR,putative transcriptional regulatory protein pdtaR,OKNGDJCJ_01063,GFDNPGNJ_01675,BFBCFGIC_01018,AMGBDAFE_00812,KOCEJNFM_00786,POEAOIBB_00804,GCKDAGAE_00493,PDIMPFPI_00775,AGBEICAE_02028,HCNBPFHJ_00408,BBFLPEJG_01028,AEMNHECO_01063,ICLGGANE_01036,PAGOGBDJ_00848,LAOJDNKF_00905
sufS~~~sufS_1~~~sufS_2,sufS;sufS_1;sufS_2,Cysteine desulfurase SufS,OKNGDJCJ_01055,GFDNPGNJ_01667,BFBCFGIC_01010,AMGBDAFE_00820,KOCEJNFM_00794,POEAOIBB_00796,GCKDAGAE_00500,PDIMPFPI_00783,AGBEICAE_02036,HCNBPFHJ_00416,BBFLPEJG_01020,AEMNHECO_01055,ICLGGANE_01028,PAGOGBDJ_00856,LAOJDNKF_00913
rpsG,rpsG,30S ribosomal protein S7,OKNGDJCJ_01550,GFDNPGNJ_00144,BFBCFGIC_01528,AMGBDAFE_01505,KOCEJNFM_00300,POEAOIBB_01523,GCKDAGAE_01185,PDIMPFPI_01528,AGBEICAE_00724,HCNBPFHJ_01122,BBFLPEJG_01569,AEMNHECO_01549,ICLGGANE_01573,PAGOGBDJ_01598,LAOJDNKF_01615
group_863,,hypothetical protein,OKNGDJCJ_00635,GFDNPGNJ_01259,BFBCFGIC_00594,AMGBDAFE_01220,KOCEJNFM_01214,POEAOIBB_01232,GCKDAGAE_00908,PDIMPFPI_01246,AGBEICAE_00389;AGBEICAE_00388,HCNBPFHJ_00837,BBFLPEJG_00616,AEMNHECO_00635,ICLGGANE_00627,PAGOGBDJ_01308,LAOJDNKF_01328
nhaA_1~~~nhaA_2,nhaA_1;nhaA_2,Na(+)/H(+) antiporter NhaA,OKNGDJCJ_00625,GFDNPGNJ_01249,BFBCFGIC_00584,AMGBDAFE_01230,KOCEJNFM_01224,POEAOIBB_01242,GCKDAGAE_00918,PDIMPFPI_01256,AGBEICAE_00400,HCNBPFHJ_00847,BBFLPEJG_00606,AEMNHECO_00625,ICLGGANE_00617,PAGOGBDJ_01318,LAOJDNKF_01338
lutB,lutB,Lactate utilization protein B,OKNGDJCJ_01711,GFDNPGNJ_00350,BFBCFGIC_01714,AMGBDAFE_01720,KOCEJNFM_00139,POEAOIBB_01715,GCKDAGAE_01385,PDIMPFPI_01684,AGBEICAE_00909,HCNBPFHJ_01279,BBFLPEJG_01755,AEMNHECO_01710,ICLGGANE_01726,PAGOGBDJ_01797,LAOJDNKF_01772
lysN,lysN,2-aminoadipate transaminase,OKNGDJCJ_00769,GFDNPGNJ_01382,BFBCFGIC_00718,AMGBDAFE_01095,KOCEJNFM_01080,POEAOIBB_01102,GCKDAGAE_00782,PDIMPFPI_01120,AGBEICAE_00232,HCNBPFHJ_00706,BBFLPEJG_00739,AEMNHECO_00769,ICLGGANE_00750,PAGOGBDJ_01183,LAOJDNKF_01195
chuR~~~queE_1,;chuR;queE_1,Anaerobic sulfatase-maturating enzyme;hypothetical protein;7-carboxy-7-deazaguanine synthase,OKNGDJCJ_00662,GFDNPGNJ_01286,BFBCFGIC_00621,AMGBDAFE_01193,KOCEJNFM_01187,POEAOIBB_01205,GCKDAGAE_00880,PDIMPFPI_01219,AGBEICAE_00356;AGBEICAE_00357,HCNBPFHJ_00810,BBFLPEJG_00643,AEMNHECO_00662,ICLGGANE_00654,PAGOGBDJ_01281,LAOJDNKF_01301
fur~~~fur_2,fur;fur_2,Ferric uptake regulation protein,OKNGDJCJ_01239,GFDNPGNJ_01860,BFBCFGIC_01220,AMGBDAFE_00626,KOCEJNFM_00610,POEAOIBB_00990,GCKDAGAE_00295,PDIMPFPI_00586,AGBEICAE_01816,HCNBPFHJ_00166,BBFLPEJG_01210,AEMNHECO_01239,ICLGGANE_01275,PAGOGBDJ_00659,LAOJDNKF_00722
group_853,,Putative esterase,OKNGDJCJ_00438,GFDNPGNJ_01070,BFBCFGIC_00457,AMGBDAFE_00423,KOCEJNFM_01411,POEAOIBB_00425,GCKDAGAE_00088,PDIMPFPI_00384,AGBEICAE_01604,HCNBPFHJ_02008,BBFLPEJG_00433,AEMNHECO_00438,ICLGGANE_00440,PAGOGBDJ_00410,LAOJDNKF_00486
ddpA_1~~~ddpA_3,ddpA_1;ddpA_3,putative DD-dipeptide-binding periplasmic protein DdpA,OKNGDJCJ_00090,GFDNPGNJ_00654,BFBCFGIC_00142,AMGBDAFE_00079,KOCEJNFM_01759,POEAOIBB_00071,GCKDAGAE_01740,PDIMPFPI_00033,AGBEICAE_01209,HCNBPFHJ_01661,BBFLPEJG_00087,AEMNHECO_00090,ICLGGANE_00098,PAGOGBDJ_00069,LAOJDNKF_00081
cbiE~~~cbiET_2,cbiE;cbiET_2,Cobalt-precorrin-7 C(5)-methyltransferase;Cobalamin biosynthesis bifunctional protein CbiET,OKNGDJCJ_01174,GFDNPGNJ_01788,BFBCFGIC_01138,AMGBDAFE_00702,KOCEJNFM_00675,POEAOIBB_00919,GCKDAGAE_00376,PDIMPFPI_00663,AGBEICAE_01910,HCNBPFHJ_00298,BBFLPEJG_01141,AEMNHECO_01174,ICLGGANE_01203,PAGOGBDJ_00736,LAOJDNKF_00793
murI,murI,Glutamate racemase,OKNGDJCJ_00439,GFDNPGNJ_01071,BFBCFGIC_00458,AMGBDAFE_00424,KOCEJNFM_01410,POEAOIBB_00426,GCKDAGAE_00089,PDIMPFPI_00385,AGBEICAE_01605,HCNBPFHJ_02009,BBFLPEJG_00434,AEMNHECO_00439,ICLGGANE_00441,PAGOGBDJ_00411,LAOJDNKF_00487
hexsb~~~ispB_1~~~ispB~~~ispB_2,hexs-b;ispB_1;ispB;ispB_2,Hexaprenyl-diphosphate synthase large subunit ((2E6E)-farnesyl-diphosphate specific);Octaprenyl diphosphate synthase,OKNGDJCJ_01283,GFDNPGNJ_01905,BFBCFGIC_01267,AMGBDAFE_00577,KOCEJNFM_00566,POEAOIBB_01037,GCKDAGAE_00248,PDIMPFPI_00541,AGBEICAE_01762;AGBEICAE_01763,HCNBPFHJ_00121,BBFLPEJG_01261,AEMNHECO_01283,ICLGGANE_01319,PAGOGBDJ_00614,LAOJDNKF_00671
ilvD,ilvD,Dihydroxy-acid dehydratase,OKNGDJCJ_01483,GFDNPGNJ_00080,BFBCFGIC_01463,AMGBDAFE_01437,KOCEJNFM_00366,POEAOIBB_01454,GCKDAGAE_01118,PDIMPFPI_01462,AGBEICAE_00644,HCNBPFHJ_01056,BBFLPEJG_01506,AEMNHECO_01483,ICLGGANE_01500,PAGOGBDJ_01530,LAOJDNKF_01548
group_845,,Histone deacetylase-like amidohydrolase,OKNGDJCJ_00443,GFDNPGNJ_01075,BFBCFGIC_00462,AMGBDAFE_00428,KOCEJNFM_01406,POEAOIBB_00430,GCKDAGAE_00093,PDIMPFPI_00389,AGBEICAE_01609,HCNBPFHJ_02013,BBFLPEJG_00438,AEMNHECO_00443,ICLGGANE_00445,PAGOGBDJ_00415,LAOJDNKF_00491
