Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation
ygaZ,ygaZ,Inner membrane protein YgaZ,15,15,1.0,1,1973,,,,666,744,700.4,OKNGDJCJ_01704,GFDNPGNJ_00296,BFBCFGIC_01707,AMGBDAFE_01711,KOCEJNFM_00146,POEAOIBB_01707,GCKDAGAE_01376,PDIMPFPI_01677,AGBEICAE_00901,HCNBPFHJ_01272,BBFLPEJG_01748,AEMNHECO_01703,ICLGGANE_01719,PAGOGBDJ_01790,LAOJDNKF_01765
hmuU_2~~~hmuU~~~hmuU_1~~~hmuU_3~~~hmuU_4,hmuU_2;hmuU;hmuU_1;hmuU_3;hmuU_4,Hemin transport system permease protein HmuU,15,15,1.0,1,1967,,,,996,996,996.0,OKNGDJCJ_01167,GFDNPGNJ_01781,BFBCFGIC_01131,AMGBDAFE_00709,KOCEJNFM_00682,POEAOIBB_00912,GCKDAGAE_00383,PDIMPFPI_00670,AGBEICAE_01917,HCNBPFHJ_00305,BBFLPEJG_01134,AEMNHECO_01167,ICLGGANE_01196,PAGOGBDJ_00743,LAOJDNKF_00800
rlmH,rlmH,Ribosomal RNA large subunit methyltransferase H,15,15,1.0,1,1966,,,,480,480,480.0,OKNGDJCJ_01290,GFDNPGNJ_01912,BFBCFGIC_01274,AMGBDAFE_00570,KOCEJNFM_00559,POEAOIBB_01044,GCKDAGAE_00241,PDIMPFPI_00534,AGBEICAE_01755,HCNBPFHJ_00114,BBFLPEJG_01268,AEMNHECO_01290,ICLGGANE_01326,PAGOGBDJ_00607,LAOJDNKF_00664
mnmA,mnmA,tRNA-specific 2-thiouridylase MnmA,15,15,1.0,1,1961,,,,1062,1062,1062.0,OKNGDJCJ_00902,GFDNPGNJ_01518,BFBCFGIC_00854,AMGBDAFE_00964,KOCEJNFM_00947,POEAOIBB_00643,GCKDAGAE_00652,PDIMPFPI_00935,AGBEICAE_00081,HCNBPFHJ_00572,BBFLPEJG_00870,AEMNHECO_00902,ICLGGANE_00884,PAGOGBDJ_01054,LAOJDNKF_01062
group_1161,,hypothetical protein,15,15,1.0,1,1959,,,,873,873,873.0,OKNGDJCJ_00787,GFDNPGNJ_01400,BFBCFGIC_00736,AMGBDAFE_01077,KOCEJNFM_01062,POEAOIBB_01083,GCKDAGAE_00764,PDIMPFPI_01102,AGBEICAE_00212,HCNBPFHJ_00688,BBFLPEJG_00757,AEMNHECO_00787,ICLGGANE_00768,PAGOGBDJ_01165,LAOJDNKF_01177
efp,efp,Elongation factor P,15,15,1.0,1,1956,,,,558,558,558.0,OKNGDJCJ_00940,GFDNPGNJ_01556,BFBCFGIC_00892,AMGBDAFE_00927,KOCEJNFM_00909,POEAOIBB_00682,GCKDAGAE_00614,PDIMPFPI_00897,AGBEICAE_00039,HCNBPFHJ_00534,BBFLPEJG_00908,AEMNHECO_00940,ICLGGANE_00923,PAGOGBDJ_01016,LAOJDNKF_01024
group_1159,,hypothetical protein,15,28,1.8666666666666667,1,1955,,,,978,981,979.1785714285714,OKNGDJCJ_00786;OKNGDJCJ_00785,GFDNPGNJ_01398,BFBCFGIC_00734;BFBCFGIC_00735,AMGBDAFE_01078;AMGBDAFE_01079,KOCEJNFM_01063;KOCEJNFM_01064,POEAOIBB_01085;POEAOIBB_01084,GCKDAGAE_00765;GCKDAGAE_00766,PDIMPFPI_01104;PDIMPFPI_01103,AGBEICAE_00213;AGBEICAE_00214,HCNBPFHJ_00690;HCNBPFHJ_00689,BBFLPEJG_00756;BBFLPEJG_00755,AEMNHECO_00786;AEMNHECO_00785,ICLGGANE_00767;ICLGGANE_00766,PAGOGBDJ_01167;PAGOGBDJ_01166,LAOJDNKF_01179
mfd~~~mfd_1~~~mfd_2,mfd;mfd_1;mfd_2,Transcription-repair-coupling factor,15,16,1.0666666666666667,1,1952,,,,1452,3297,3091.6875,OKNGDJCJ_01394,GFDNPGNJ_02014,BFBCFGIC_01376,AMGBDAFE_00466,KOCEJNFM_00455,POEAOIBB_00469,GCKDAGAE_00136,PDIMPFPI_00435,AGBEICAE_01648;AGBEICAE_01649,HCNBPFHJ_00012,BBFLPEJG_01372,AEMNHECO_01394,ICLGGANE_01425,PAGOGBDJ_00454,LAOJDNKF_00539
priA,priA,Primosomal protein N',15,15,1.0,1,1951,,,,2184,2184,2184.0,OKNGDJCJ_00872,GFDNPGNJ_01488,BFBCFGIC_00825,AMGBDAFE_00993,KOCEJNFM_00977,POEAOIBB_00614,GCKDAGAE_00681,PDIMPFPI_00965,AGBEICAE_00112,HCNBPFHJ_00602,BBFLPEJG_00840,AEMNHECO_00872,ICLGGANE_00854,PAGOGBDJ_01083,LAOJDNKF_01092
group_1155,,hypothetical protein,15,15,1.0,1,1949,,,,324,336,333.6,OKNGDJCJ_00593,GFDNPGNJ_01217,BFBCFGIC_00046,AMGBDAFE_01261,KOCEJNFM_01256,POEAOIBB_01275,GCKDAGAE_00948,PDIMPFPI_01286,AGBEICAE_00437,HCNBPFHJ_00877,BBFLPEJG_00573,AEMNHECO_00593,ICLGGANE_00590,PAGOGBDJ_01349,LAOJDNKF_01369
dadA,;dadA,hypothetical protein;Putative thiazole biosynthetic enzyme;D-amino acid dehydrogenase,15,15,1.0,1,1945,,,,1599,1608,1600.0,OKNGDJCJ_00299,GFDNPGNJ_00870,BFBCFGIC_00333,AMGBDAFE_00283,KOCEJNFM_01550,POEAOIBB_00278,GCKDAGAE_01949,PDIMPFPI_00250,AGBEICAE_01421,HCNBPFHJ_01882,BBFLPEJG_00310,AEMNHECO_00299,ICLGGANE_00304,PAGOGBDJ_00277,LAOJDNKF_00297
yqhD,yqhD,Alcohol dehydrogenase YqhD,15,15,1.0,1,1937,,,,1167,1167,1167.0,OKNGDJCJ_01705,GFDNPGNJ_00297,BFBCFGIC_01708,AMGBDAFE_01712,KOCEJNFM_00145,POEAOIBB_01708,GCKDAGAE_01377,PDIMPFPI_01678,AGBEICAE_00902,HCNBPFHJ_01273,BBFLPEJG_01749,AEMNHECO_01704,ICLGGANE_01720,PAGOGBDJ_01791,LAOJDNKF_01766
group_1147,,hypothetical protein,15,15,1.0,1,1935,,,,453,453,453.0,OKNGDJCJ_01233,GFDNPGNJ_01854,BFBCFGIC_01214,AMGBDAFE_00632,KOCEJNFM_00616,POEAOIBB_00984,GCKDAGAE_00301,PDIMPFPI_00592,AGBEICAE_01825,HCNBPFHJ_00172,BBFLPEJG_01204,AEMNHECO_01233,ICLGGANE_01269,PAGOGBDJ_00665,LAOJDNKF_00728
group_1146,,hypothetical protein,15,15,1.0,1,1933,,,,261,264,261.2,OKNGDJCJ_00656,GFDNPGNJ_01280,BFBCFGIC_00615,AMGBDAFE_01199,KOCEJNFM_01193,POEAOIBB_01211,GCKDAGAE_00886,PDIMPFPI_01225,AGBEICAE_00363,HCNBPFHJ_00816,BBFLPEJG_00637,AEMNHECO_00656,ICLGGANE_00648,PAGOGBDJ_01287,LAOJDNKF_01307
cbiC,cbiC,Cobalt-precorrin-8 methylmutase,15,15,1.0,1,1929,,,,666,666,666.0,OKNGDJCJ_01168,GFDNPGNJ_01782,BFBCFGIC_01132,AMGBDAFE_00708,KOCEJNFM_00681,POEAOIBB_00913,GCKDAGAE_00382,PDIMPFPI_00669,AGBEICAE_01916,HCNBPFHJ_00304,BBFLPEJG_01135,AEMNHECO_01168,ICLGGANE_01197,PAGOGBDJ_00742,LAOJDNKF_00799
guaB_2~~~guaB_1,guaB_2;guaB_1,Inosine-5'-monophosphate dehydrogenase,15,15,1.0,1,1928,,,,456,456,456.0,OKNGDJCJ_01289,GFDNPGNJ_01911,BFBCFGIC_01273,AMGBDAFE_00571,KOCEJNFM_00560,POEAOIBB_01043,GCKDAGAE_00242,PDIMPFPI_00535,AGBEICAE_01756,HCNBPFHJ_00115,BBFLPEJG_01267,AEMNHECO_01289,ICLGGANE_01325,PAGOGBDJ_00608,LAOJDNKF_00665
lepA,lepA,Elongation factor 4,15,15,1.0,1,1924,,,,1800,1800,1800.0,OKNGDJCJ_00903,GFDNPGNJ_01519,BFBCFGIC_00855,AMGBDAFE_00963,KOCEJNFM_00946,POEAOIBB_00644,GCKDAGAE_00651,PDIMPFPI_00934,AGBEICAE_00080,HCNBPFHJ_00571,BBFLPEJG_00871,AEMNHECO_00903,ICLGGANE_00885,PAGOGBDJ_01053,LAOJDNKF_01061
yxdL~~~metN2_2,yxdL;metN2_2,ABC transporter ATP-binding protein YxdL;Methionine import ATP-binding protein MetN 2,15,15,1.0,1,1923,,,,798,798,798.0,OKNGDJCJ_00788,GFDNPGNJ_01401,BFBCFGIC_00737,AMGBDAFE_01076,KOCEJNFM_01061,POEAOIBB_01082,GCKDAGAE_00763,PDIMPFPI_01101,AGBEICAE_00211,HCNBPFHJ_00687,BBFLPEJG_00758,AEMNHECO_00788,ICLGGANE_00769,PAGOGBDJ_01164,LAOJDNKF_01176
cobT_1,cobT_1,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,15,15,1.0,1,1916,,,,1104,1128,1111.6,OKNGDJCJ_01507,GFDNPGNJ_00102,BFBCFGIC_01484,AMGBDAFE_01461,KOCEJNFM_00342,POEAOIBB_01479,GCKDAGAE_01143,PDIMPFPI_01486,AGBEICAE_00677,HCNBPFHJ_01080,BBFLPEJG_01528,AEMNHECO_01507,ICLGGANE_01533,PAGOGBDJ_01554,LAOJDNKF_01573
group_1133,,putative protein,15,15,1.0,1,1914,,,,381,390,382.2,OKNGDJCJ_00941,GFDNPGNJ_01557,BFBCFGIC_00893,AMGBDAFE_00926,KOCEJNFM_00908,POEAOIBB_00683,GCKDAGAE_00613,PDIMPFPI_00896,AGBEICAE_00038,HCNBPFHJ_00533,BBFLPEJG_00909,AEMNHECO_00941,ICLGGANE_00924,PAGOGBDJ_01015,LAOJDNKF_01023
def1,def1,Peptide deformylase 1,15,15,1.0,1,1908,,,,489,489,489.0,OKNGDJCJ_00873,GFDNPGNJ_01489,BFBCFGIC_00826,AMGBDAFE_00992,KOCEJNFM_00976,POEAOIBB_00615,GCKDAGAE_00680,PDIMPFPI_00964,AGBEICAE_00111,HCNBPFHJ_00601,BBFLPEJG_00841,AEMNHECO_00873,ICLGGANE_00855,PAGOGBDJ_01082,LAOJDNKF_01091
ffh,ffh,Signal recognition particle protein,15,15,1.0,1,1906,,,,1353,1353,1353.0,OKNGDJCJ_00594,GFDNPGNJ_01218,BFBCFGIC_00047,AMGBDAFE_01260,KOCEJNFM_01255,POEAOIBB_01274,GCKDAGAE_00947,PDIMPFPI_01285,AGBEICAE_00436,HCNBPFHJ_00876,BBFLPEJG_00574,AEMNHECO_00594,ICLGGANE_00591,PAGOGBDJ_01348,LAOJDNKF_01368
glmM,glmM,Phosphoglucosamine mutase,15,15,1.0,1,1904,,,,1350,1356,1353.6,OKNGDJCJ_00300,GFDNPGNJ_00871,BFBCFGIC_00334,AMGBDAFE_00284,KOCEJNFM_01549,POEAOIBB_00279,GCKDAGAE_01950,PDIMPFPI_00251,AGBEICAE_01422,HCNBPFHJ_01883,BBFLPEJG_00311,AEMNHECO_00300,ICLGGANE_00305,PAGOGBDJ_00278,LAOJDNKF_00298
secF,secF,Protein translocase subunit SecF,15,15,1.0,1,1901,,,,891,897,896.2,OKNGDJCJ_00617,GFDNPGNJ_01241,BFBCFGIC_00070,AMGBDAFE_01238,KOCEJNFM_01232,POEAOIBB_01250,GCKDAGAE_00925,PDIMPFPI_01264,AGBEICAE_00410,HCNBPFHJ_00855,BBFLPEJG_00597,AEMNHECO_00617,ICLGGANE_00612,PAGOGBDJ_01326,LAOJDNKF_01347
ctpC~~~ctpC_1,ctpC;ctpC_1,putative manganese/zinc-exporting P-type ATPase,15,15,1.0,1,1897,,,,2136,2139,2138.6,OKNGDJCJ_00657,GFDNPGNJ_01281,BFBCFGIC_00616,AMGBDAFE_01198,KOCEJNFM_01192,POEAOIBB_01210,GCKDAGAE_00885,PDIMPFPI_01224,AGBEICAE_00362,HCNBPFHJ_00815,BBFLPEJG_00638,AEMNHECO_00657,ICLGGANE_00649,PAGOGBDJ_01286,LAOJDNKF_01306
spoIIIE,spoIIIE,DNA translocase SpoIIIE,15,15,1.0,1,1896,,,,2643,2745,2731.4,OKNGDJCJ_01234,GFDNPGNJ_01855,BFBCFGIC_01215,AMGBDAFE_00631,KOCEJNFM_00615,POEAOIBB_00985,GCKDAGAE_00300,PDIMPFPI_00591,AGBEICAE_01824,HCNBPFHJ_00171,BBFLPEJG_01205,AEMNHECO_01234,ICLGGANE_01270,PAGOGBDJ_00664,LAOJDNKF_00727
cbiJ,cbiJ,Cobalt-precorrin-6A reductase,15,15,1.0,1,1895,,,,789,798,789.6,OKNGDJCJ_01169,GFDNPGNJ_01783,BFBCFGIC_01133,AMGBDAFE_00707,KOCEJNFM_00680,POEAOIBB_00914,GCKDAGAE_00381,PDIMPFPI_00668,AGBEICAE_01915,HCNBPFHJ_00303,BBFLPEJG_01136,AEMNHECO_01169,ICLGGANE_01198,PAGOGBDJ_00741,LAOJDNKF_00798
tig,tig,Trigger factor,15,15,1.0,1,1894,,,,1305,1305,1305.0,OKNGDJCJ_01288,GFDNPGNJ_01910,BFBCFGIC_01272,AMGBDAFE_00572,KOCEJNFM_00561,POEAOIBB_01042,GCKDAGAE_00243,PDIMPFPI_00536,AGBEICAE_01757,HCNBPFHJ_00116,BBFLPEJG_01266,AEMNHECO_01288,ICLGGANE_01324,PAGOGBDJ_00609,LAOJDNKF_00666
group_1120,,hypothetical protein,15,15,1.0,1,1890,,,,372,801,742.8,OKNGDJCJ_01915,GFDNPGNJ_00567,BFBCFGIC_01884,AMGBDAFE_01940,KOCEJNFM_01859,POEAOIBB_01917,GCKDAGAE_01643,PDIMPFPI_01940,AGBEICAE_01096,HCNBPFHJ_01567,BBFLPEJG_01939,AEMNHECO_01914,ICLGGANE_01883,PAGOGBDJ_01986,LAOJDNKF_01964
rpsO,rpsO,30S ribosomal protein S15,15,15,1.0,1,1886,,,,267,267,267.0,OKNGDJCJ_00789,GFDNPGNJ_01402,BFBCFGIC_00738,AMGBDAFE_01075,KOCEJNFM_01060,POEAOIBB_01081,GCKDAGAE_00762,PDIMPFPI_01100,AGBEICAE_00210,HCNBPFHJ_00686,BBFLPEJG_00759,AEMNHECO_00789,ICLGGANE_00770,PAGOGBDJ_01163,LAOJDNKF_01175
group_1116,,hypothetical protein,15,15,1.0,1,1884,,,,372,396,392.8,OKNGDJCJ_00942,GFDNPGNJ_01558,BFBCFGIC_00894,AMGBDAFE_00925,KOCEJNFM_00907,POEAOIBB_00684,GCKDAGAE_00612,PDIMPFPI_00895,AGBEICAE_00037,HCNBPFHJ_00532,BBFLPEJG_00910,AEMNHECO_00942,ICLGGANE_00925,PAGOGBDJ_01014,LAOJDNKF_01022
cobT_2,cobT_2,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,15,15,1.0,1,1881,,,,1038,1038,1038.0,OKNGDJCJ_01508,GFDNPGNJ_00103,BFBCFGIC_01485,AMGBDAFE_01462,KOCEJNFM_00341,POEAOIBB_01480,GCKDAGAE_01144,PDIMPFPI_01487,AGBEICAE_00678,HCNBPFHJ_01081,BBFLPEJG_01529,AEMNHECO_01508,ICLGGANE_01534,PAGOGBDJ_01555,LAOJDNKF_01574
group_1110,,hypothetical protein,15,15,1.0,1,1876,,,,378,378,378.0,OKNGDJCJ_00784,GFDNPGNJ_01397,BFBCFGIC_00733,AMGBDAFE_01080,KOCEJNFM_01065,POEAOIBB_01086,GCKDAGAE_00767,PDIMPFPI_01105,AGBEICAE_00215,HCNBPFHJ_00691,BBFLPEJG_00754,AEMNHECO_00784,ICLGGANE_00765,PAGOGBDJ_01168,LAOJDNKF_01180
proS,proS,Proline--tRNA ligase,15,15,1.0,1,1874,,,,1719,1719,1719.0,OKNGDJCJ_00892,GFDNPGNJ_01508,BFBCFGIC_00845,AMGBDAFE_00973,KOCEJNFM_00957,POEAOIBB_00634,GCKDAGAE_00661,PDIMPFPI_00945,AGBEICAE_00092,HCNBPFHJ_00582,BBFLPEJG_00860,AEMNHECO_00892,ICLGGANE_00874,PAGOGBDJ_01063,LAOJDNKF_01072
fmt,fmt,Methionyl-tRNA formyltransferase,15,15,1.0,1,1870,,,,1008,1011,1010.4,OKNGDJCJ_00874,GFDNPGNJ_01490,BFBCFGIC_00827,AMGBDAFE_00991,KOCEJNFM_00975,POEAOIBB_00616,GCKDAGAE_00679,PDIMPFPI_00963,AGBEICAE_00110,HCNBPFHJ_00600,BBFLPEJG_00842,AEMNHECO_00874,ICLGGANE_00856,PAGOGBDJ_01081,LAOJDNKF_01090
rpsP,rpsP,30S ribosomal protein S16,15,15,1.0,1,1868,,,,264,264,264.0,OKNGDJCJ_00595,GFDNPGNJ_01219,BFBCFGIC_00048,AMGBDAFE_01259,KOCEJNFM_01254,POEAOIBB_01273,GCKDAGAE_00946,PDIMPFPI_01284,AGBEICAE_00435,HCNBPFHJ_00875,BBFLPEJG_00575,AEMNHECO_00595,ICLGGANE_00592,PAGOGBDJ_01347,LAOJDNKF_01367
group_1104,,hypothetical protein,15,15,1.0,1,1865,,,,1353,1521,1435.2,OKNGDJCJ_00303,GFDNPGNJ_00873,BFBCFGIC_00335,AMGBDAFE_00291,KOCEJNFM_01546,POEAOIBB_00281,GCKDAGAE_01960,PDIMPFPI_00253,AGBEICAE_01424,HCNBPFHJ_01886,BBFLPEJG_00314,AEMNHECO_00303,ICLGGANE_00306,PAGOGBDJ_00280,LAOJDNKF_00305
secDF,secDF,Protein translocase subunit SecDF,15,15,1.0,1,1860,,,,1275,1275,1275.0,OKNGDJCJ_00616,GFDNPGNJ_01240,BFBCFGIC_00069,AMGBDAFE_01239,KOCEJNFM_01233,POEAOIBB_01251,GCKDAGAE_00926,PDIMPFPI_01265,AGBEICAE_00411,HCNBPFHJ_00856,BBFLPEJG_00596,AEMNHECO_00616,ICLGGANE_00611,PAGOGBDJ_01327,LAOJDNKF_01348
ctsR,ctsR,Transcriptional regulator CtsR,15,15,1.0,1,1857,,,,480,480,480.0,OKNGDJCJ_01051,GFDNPGNJ_01663,BFBCFGIC_01006,AMGBDAFE_00824,KOCEJNFM_00798,POEAOIBB_00792,GCKDAGAE_00504,PDIMPFPI_00787,AGBEICAE_02040,HCNBPFHJ_00420,BBFLPEJG_01016,AEMNHECO_01051,ICLGGANE_01024,PAGOGBDJ_00860,LAOJDNKF_00917
fbiB_2~~~nfrA2_1~~~fbiB_1,fbiB_2;nfrA2_1;fbiB_1,Coenzyme F420:L-glutamate ligase;FMN reductase [NAD(P)H],15,15,1.0,1,1854,,,,816,816,816.0,OKNGDJCJ_01707,GFDNPGNJ_00346,BFBCFGIC_01710,AMGBDAFE_01716,KOCEJNFM_00143,POEAOIBB_01710,GCKDAGAE_01381,PDIMPFPI_01680,AGBEICAE_00905,HCNBPFHJ_01275,BBFLPEJG_01751,AEMNHECO_01706,ICLGGANE_01722,PAGOGBDJ_01793,LAOJDNKF_01768
group_1095,,putative AAA domain-containing protein,15,15,1.0,1,1851,,,,1176,1305,1294.0,OKNGDJCJ_01235,GFDNPGNJ_01856,BFBCFGIC_01216,AMGBDAFE_00630,KOCEJNFM_00614,POEAOIBB_00986,GCKDAGAE_00299,PDIMPFPI_00590,AGBEICAE_01823,HCNBPFHJ_00170,BBFLPEJG_01206,AEMNHECO_01235,ICLGGANE_01271,PAGOGBDJ_00663,LAOJDNKF_00726
cbiH,cbiH,putative cobalt-factor III C(17)-methyltransferase,15,15,1.0,1,1848,,,,690,825,699.0,OKNGDJCJ_01170,GFDNPGNJ_01784,BFBCFGIC_01134,AMGBDAFE_00706,KOCEJNFM_00679,POEAOIBB_00915,GCKDAGAE_00380,PDIMPFPI_00667,AGBEICAE_01914,HCNBPFHJ_00302,BBFLPEJG_01137,AEMNHECO_01170,ICLGGANE_01199,PAGOGBDJ_00740,LAOJDNKF_00797
clpP,clpP,ATP-dependent Clp protease proteolytic subunit,15,15,1.0,1,1844,,,,594,594,594.0,OKNGDJCJ_01287,GFDNPGNJ_01909,BFBCFGIC_01271,AMGBDAFE_00573,KOCEJNFM_00562,POEAOIBB_01041,GCKDAGAE_00244,PDIMPFPI_00537,AGBEICAE_01758,HCNBPFHJ_00117,BBFLPEJG_01265,AEMNHECO_01287,ICLGGANE_01323,PAGOGBDJ_00610,LAOJDNKF_00667
rplK,rplK,50S ribosomal protein L11,15,15,1.0,1,1837,,,,426,426,426.0,OKNGDJCJ_01561,GFDNPGNJ_00155,BFBCFGIC_01538,AMGBDAFE_01516,KOCEJNFM_00289,POEAOIBB_01534,GCKDAGAE_01195,PDIMPFPI_01539,AGBEICAE_00734,HCNBPFHJ_01133,BBFLPEJG_01580,AEMNHECO_01560,ICLGGANE_01584,PAGOGBDJ_01608,LAOJDNKF_01626
metH,metH,Methionine synthase,15,15,1.0,1,1833,,,,2433,2436,2435.4,OKNGDJCJ_01916,GFDNPGNJ_00568,BFBCFGIC_01885,AMGBDAFE_01941,KOCEJNFM_01858,POEAOIBB_01918,GCKDAGAE_01644,PDIMPFPI_01941,AGBEICAE_01097,HCNBPFHJ_01568,BBFLPEJG_01940,AEMNHECO_01915,ICLGGANE_01884,PAGOGBDJ_01987,LAOJDNKF_01965
group_1080,,hypothetical protein,15,15,1.0,1,1831,,,,636,696,687.6,OKNGDJCJ_01137,GFDNPGNJ_01751,BFBCFGIC_01098,AMGBDAFE_00737,KOCEJNFM_00712,POEAOIBB_00884,GCKDAGAE_00414,PDIMPFPI_00697,AGBEICAE_01950,HCNBPFHJ_00332,BBFLPEJG_01103,AEMNHECO_01137,ICLGGANE_01166,PAGOGBDJ_00772,LAOJDNKF_00830
pnp,pnp,Polyribonucleotide nucleotidyltransferase,15,15,1.0,1,1830,,,,2070,2070,2070.0,OKNGDJCJ_00790,GFDNPGNJ_01403,BFBCFGIC_00739,AMGBDAFE_01074,KOCEJNFM_01059,POEAOIBB_00535,GCKDAGAE_00761,PDIMPFPI_01099,AGBEICAE_00209,HCNBPFHJ_00685,BBFLPEJG_00760,AEMNHECO_00790,ICLGGANE_00771,PAGOGBDJ_01162,LAOJDNKF_01174
tyrC~~~tyrC_1~~~tyrC_2,tyrC;tyrC_1;tyrC_2,Cyclohexadienyl dehydrogenase,15,16,1.0666666666666667,1,1822,,,,435,888,833.625,OKNGDJCJ_01510;OKNGDJCJ_01509,GFDNPGNJ_00104,BFBCFGIC_01486,AMGBDAFE_01463,KOCEJNFM_00340,POEAOIBB_01481,GCKDAGAE_01145,PDIMPFPI_01488,AGBEICAE_00679,HCNBPFHJ_01082,BBFLPEJG_01530,AEMNHECO_01509,ICLGGANE_01535,PAGOGBDJ_01556,LAOJDNKF_01575
ychF~~~ychF_1~~~ychF_2,ychF;ychF_1;ychF_2,Ribosome-binding ATPase YchF,15,16,1.0666666666666667,1,1821,,,,288,1167,1048.6875,OKNGDJCJ_00329,GFDNPGNJ_00900,BFBCFGIC_00361,AMGBDAFE_00317,KOCEJNFM_01520,POEAOIBB_00310,GCKDAGAE_01987,PDIMPFPI_00280,AGBEICAE_01451;AGBEICAE_01450,HCNBPFHJ_01913,BBFLPEJG_00341,AEMNHECO_00329,ICLGGANE_00342,PAGOGBDJ_00307,LAOJDNKF_00332
apeA~~~apeA_2~~~apeA_1,apeA;apeA_2;apeA_1,putative M18 family aminopeptidase 1,15,16,1.0666666666666667,1,1816,,,,390,1392,1307.8125,OKNGDJCJ_00783,GFDNPGNJ_01396,BFBCFGIC_00732,AMGBDAFE_01081,KOCEJNFM_01066,POEAOIBB_01087,GCKDAGAE_00768,PDIMPFPI_01106,AGBEICAE_00217;AGBEICAE_00216,HCNBPFHJ_00692,BBFLPEJG_00753,AEMNHECO_00783,ICLGGANE_00764,PAGOGBDJ_01169,LAOJDNKF_01181
gmhB,gmhB,D-glycero-beta-D-manno-heptose-17-bisphosphate 7-phosphatase,15,15,1.0,1,1815,,,,495,501,496.0,OKNGDJCJ_00779,GFDNPGNJ_01392,BFBCFGIC_00728,AMGBDAFE_01085,KOCEJNFM_01070,POEAOIBB_01091,GCKDAGAE_00772,PDIMPFPI_01110,AGBEICAE_00221,HCNBPFHJ_00696,BBFLPEJG_00749,AEMNHECO_00779,ICLGGANE_00760,PAGOGBDJ_01173,LAOJDNKF_01185
ispG,ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),15,15,1.0,1,1804,,,,1077,1086,1084.2,OKNGDJCJ_00891,GFDNPGNJ_01507,BFBCFGIC_00844,AMGBDAFE_00974,KOCEJNFM_00958,POEAOIBB_00633,GCKDAGAE_00662,PDIMPFPI_00946,AGBEICAE_00093,HCNBPFHJ_00583,BBFLPEJG_00859,AEMNHECO_00891,ICLGGANE_00873,PAGOGBDJ_01064,LAOJDNKF_01073
group_1063,,hypothetical protein,15,15,1.0,1,1803,,,,687,795,773.0,OKNGDJCJ_00875,GFDNPGNJ_01491,BFBCFGIC_00828,AMGBDAFE_00990,KOCEJNFM_00974,POEAOIBB_00617,GCKDAGAE_00678,PDIMPFPI_00962,AGBEICAE_00109,HCNBPFHJ_00599,BBFLPEJG_00843,AEMNHECO_00875,ICLGGANE_00857,PAGOGBDJ_01080,LAOJDNKF_01089
group_1062,,hypothetical protein,15,15,1.0,1,1802,,,,228,228,228.0,OKNGDJCJ_00596,GFDNPGNJ_01220,BFBCFGIC_00049,AMGBDAFE_01258,KOCEJNFM_01253,POEAOIBB_01272,GCKDAGAE_00945,PDIMPFPI_01283,AGBEICAE_00434,HCNBPFHJ_00874,BBFLPEJG_00576,AEMNHECO_00596,ICLGGANE_00593,PAGOGBDJ_01346,LAOJDNKF_01366
glmS,glmS,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],15,15,1.0,1,1793,,,,1833,1833,1833.0,OKNGDJCJ_00304,GFDNPGNJ_00874,BFBCFGIC_00336,AMGBDAFE_00292,KOCEJNFM_01545,POEAOIBB_00282,GCKDAGAE_01961,PDIMPFPI_00254,AGBEICAE_01425,HCNBPFHJ_01887,BBFLPEJG_00315,AEMNHECO_00304,ICLGGANE_00307,PAGOGBDJ_00281,LAOJDNKF_00306
yqgN~~~ygfA,yqgN;ygfA,putative protein YqgN;5-formyltetrahydrofolate cyclo-ligase,15,15,1.0,1,1787,,,,567,570,567.2,OKNGDJCJ_00615,GFDNPGNJ_01239,BFBCFGIC_00068,AMGBDAFE_01240,KOCEJNFM_01234,POEAOIBB_01252,GCKDAGAE_00927,PDIMPFPI_01266,AGBEICAE_00412,HCNBPFHJ_00857,BBFLPEJG_00595,AEMNHECO_00615,ICLGGANE_00610,PAGOGBDJ_01328,LAOJDNKF_01349
speH,speH,S-adenosylmethionine decarboxylase proenzyme,15,15,1.0,1,1786,,,,507,525,508.2,OKNGDJCJ_01052,GFDNPGNJ_01664,BFBCFGIC_01007,AMGBDAFE_00823,KOCEJNFM_00797,POEAOIBB_00793,GCKDAGAE_00503,PDIMPFPI_00786,AGBEICAE_02039,HCNBPFHJ_00419,BBFLPEJG_01017,AEMNHECO_01052,ICLGGANE_01025,PAGOGBDJ_00859,LAOJDNKF_00916
